Date,Channel Name,Total Views,Total Subscribers
2025-10-15,Hum News,573238927,1800000
2025-10-15,Neo news,754042331,2340000
2025-10-16,Geo Entertainment,1548376755,3870000
2025-10-16,Geo News,11402638242,20100000
2025-10-16,Samma Entertainment,92777157,171000
2025-10-16,Samma News,7514504931,13900000
2025-10-16,Dawn news,875504108,2280000
2025-10-16,Express News,1946538458,5340000
2025-10-16,ARY News,9517521550,15600000
2025-10-16,ARY Digital,68946912292,65800000
2025-10-16,Duniya News,5295796563,9320000
2025-10-16,Aaj News,578131190,1810000
2025-10-16,92 News,2195424792,6250000
2025-10-16,GNN News,1897193761,3770000
2025-10-16,Public News,1290832489,3520000
2025-10-16,24 News hd,4208555643,9280000
2025-10-16,Bol News,4121334422,8160000
2025-10-16,Hum News,573592154,1800000
2025-10-16,Neo news,754473013,2340000
2025-10-17,Geo Entertainment,1548851071,3870000
2025-10-17,Geo News,11412377084,20100000
2025-10-17,Samma Entertainment,92840896,171000
2025-10-17,Samma News,7520229861,13900000
2025-10-17,Dawn news,876425642,2280000
2025-10-17,Express News,1948757976,5340000
2025-10-17,ARY News,9521434250,15600000
2025-10-17,ARY Digital,68971818327,65800000
2025-10-17,Duniya News,5298729777,9320000
2025-10-17,Aaj News,578864943,1810000
2025-10-17,92 News,2196647399,6250000
2025-10-17,GNN News,1898169414,3770000
2025-10-17,Public News,1291644302,3520000
2025-10-17,24 News hd,4210667519,9280000
2025-10-17,Bol News,4122184657,8160000
2025-10-17,Hum News,574055226,1800000
2025-10-17,Neo news,754841462,2340000
2025-10-18,Geo Entertainment,1549157443,3870000
2025-10-18,Geo News,11417370160,20100000
2025-10-18,Samma Entertainment,92892745,172000
2025-10-18,Samma News,7523836148,13900000
2025-10-18,Dawn news,876771632,2280000
2025-10-18,Express News,1949518857,5350000
2025-10-18,ARY News,9523326995,15600000
2025-10-18,ARY Digital,68989301149,65800000
2025-10-18,Duniya News,5299702603,9320000
2025-10-18,Aaj News,579170860,1810000
2025-10-18,92 News,2197584338,6250000
2025-10-18,GNN News,1898705067,3770000
2025-10-18,Public News,1292050966,3520000
2025-10-18,24 News hd,4211664743,9280000
2025-10-18,Bol News,4122564295,8160000
2025-10-18,Hum News,574470145,1810000
2025-10-18,Neo news,755139381,2340000
2025-10-19,Geo Entertainment,1549528228,3870000
2025-10-19,Geo News,11425600528,20100000
2025-10-19,Samma Entertainment,92962373,175000
2025-10-19,Samma News,7528899425,13900000
2025-10-19,Dawn news,877287840,2280000
2025-10-19,Express News,1950736036,5350000
2025-10-19,ARY News,9526098922,15600000
2025-10-19,ARY Digital,69013191419,65800000
2025-10-19,Duniya News,5301648266,9330000
2025-10-19,Aaj News,579814940,1810000
2025-10-19,92 News,2197672370,6250000
2025-10-19,GNN News,1899427687,3780000
2025-10-19,Public News,1292605480,3520000
2025-10-19,24 News hd,4213145763,9280000
2025-10-19,Bol News,4123182055,8160000
2025-10-19,Hum News,574829877,1810000
2025-10-19,Neo news,755384123,2340000
2025-10-20,Geo Entertainment,1550405194,3880000
2025-10-20,Geo News,11434411508,20100000
2025-10-20,Samma Entertainment,93389495,176000
2025-10-20,Samma News,7535608380,13900000
2025-10-20,Dawn news,878044743,2280000
2025-10-20,Express News,1952362925,5350000
2025-10-20,ARY News,9529453429,15600000
2025-10-20,ARY Digital,69040371080,65800000
2025-10-20,Duniya News,5304384145,9330000
2025-10-20,Aaj News,580568827,1810000
2025-10-20,92 News,2199034095,6250000
2025-10-20,GNN News,1900186765,3780000
2025-10-20,Public News,1293267482,3520000
2025-10-20,24 News hd,4214773944,9280000
2025-10-20,Bol News,4124001844,8160000
2025-10-20,Hum News,575211768,1810000
2025-10-20,Neo news,755709380,2340000
2025-10-21,Geo Entertainment,1551169221,3880000
2025-10-21,Geo News,11439644679,20100000
2025-10-21,Samma Entertainment,93488390,176000
2025-10-21,Samma News,7538694494,13900000
2025-10-21,Dawn news,878393476,2280000
2025-10-21,Express News,1953404454,5350000
2025-10-21,ARY News,9531623770,15600000
2025-10-21,ARY Digital,69058313972,65800000
2025-10-21,Duniya News,5305966635,9330000
2025-10-21,Aaj News,580955095,1810000
2025-10-21,92 News,2199962544,6250000
2025-10-21,GNN News,1900622371,3780000
2025-10-21,Public News,1294020067,3520000
2025-10-21,24 News hd,4215846068,9290000
2025-10-21,Bol News,4124598885,8160000
2025-10-21,Hum News,575471464,1810000
2025-10-21,Neo news,755978737,2340000
2025-10-22,Geo Entertainment,1551688338,3880000
2025-10-22,Geo News,11445773005,20100000
2025-10-22,Samma Entertainment,93541841,177000
2025-10-22,Samma News,7541903073,13900000
2025-10-22,Dawn news,878790939,2280000
2025-10-22,Express News,1954520981,5350000
2025-10-22,ARY News,9534073949,15600000
2025-10-22,ARY Digital,69081073975,65800000
2025-10-22,Duniya News,5307587871,9330000
2025-10-22,Aaj News,581456712,1810000
2025-10-22,92 News,2200929366,6250000
2025-10-22,GNN News,1901268970,3780000
2025-10-22,Public News,1294822948,3520000
2025-10-22,24 News hd,4216992597,9290000
2025-10-22,Bol News,4125081505,8160000
2025-10-22,Hum News,575734273,1810000
2025-10-22,Neo news,756259953,2340000
2025-10-23,Geo Entertainment,1551979571,3880000
2025-10-23,Geo News,11449120485,20100000
2025-10-23,Samma Entertainment,93582652,177000
2025-10-23,Samma News,7543704770,13900000
2025-10-23,Dawn news,879009819,2280000
2025-10-23,Express News,1955185552,5350000
2025-10-23,ARY News,9535365015,15600000
2025-10-23,ARY Digital,69101648500,65900000
2025-10-23,Duniya News,5308421813,9340000
2025-10-23,Aaj News,581702265,1810000
2025-10-23,92 News,2201502060,6250000
2025-10-23,GNN News,1901665429,3780000
2025-10-23,Public News,1295263521,3530000
2025-10-23,24 News hd,4217720367,9290000
2025-10-23,Bol News,4125354374,8160000
2025-10-23,Hum News,575928717,1810000
2025-10-23,Neo news,756569721,2340000
2025-10-24,Geo Entertainment,1552333050,3880000
2025-10-24,Geo News,11456039280,20100000
2025-10-24,Samma Entertainment,93623342,177000
2025-10-24,Samma News,7547218693,13900000
2025-10-24,Dawn news,879551100,2280000
2025-10-24,Express News,1956429891,5350000
2025-10-24,ARY News,9537810367,15600000
2025-10-24,ARY Digital,69126998120,65900000
2025-10-24,Duniya News,5310987540,9340000
2025-10-24,Aaj News,582117176,1810000
2025-10-24,92 News,2202306330,6260000
2025-10-24,GNN News,1902366843,3780000
2025-10-24,Public News,1296054968,3530000
2025-10-24,24 News hd,4219383190,9290000
2025-10-24,Bol News,4126004793,8160000
2025-10-24,Hum News,576276666,1810000
2025-10-24,Neo news,756974081,2340000
2025-10-25,Geo Entertainment,1553101649,3880000
2025-10-25,Geo News,11462318639,20100000
2025-10-25,Samma Entertainment,93648850,177000
2025-10-25,Samma News,7550321385,13900000
2025-10-25,Dawn news,879966971,2280000
2025-10-25,Express News,1958040891,5350000
2025-10-25,ARY News,9540239036,15600000
2025-10-25,ARY Digital,69147757718,65900000
2025-10-25,Duniya News,5312841192,9340000
2025-10-25,Aaj News,582556201,1810000
2025-10-25,92 News,2203516359,6260000
2025-10-25,GNN News,1902959540,3780000
2025-10-25,Public News,1296744896,3530000
2025-10-25,24 News hd,4220420378,9290000
2025-10-25,Bol News,4126486727,8160000
2025-10-25,Hum News,576595416,1810000
2025-10-25,Neo news,757222978,2340000
2025-10-26,Geo Entertainment,1553950218,3880000
2025-10-26,Geo News,11467676431,20100000
2025-10-26,Samma Entertainment,93676733,177000
2025-10-26,Samma News,7552945477,13900000
2025-10-26,Dawn news,880272944,2280000
2025-10-26,Express News,1959140401,5360000
2025-10-26,ARY News,9542165614,15600000
2025-10-26,ARY Digital,69171834326,65900000
2025-10-26,Duniya News,5314024931,9340000
2025-10-26,Aaj News,582886057,1820000
2025-10-26,92 News,2204421802,6260000
2025-10-26,GNN News,1903583228,3780000
2025-10-26,Public News,1297260547,3530000
2025-10-26,24 News hd,4221407134,9290000
2025-10-26,Bol News,4126769842,8160000
2025-10-26,Hum News,576868749,1810000
2025-10-26,Neo news,757488087,2340000
2025-10-27,Geo Entertainment,1554681810,3880000
2025-10-27,Geo News,11473841336,20100000
2025-10-27,Samma Entertainment,93708705,177000
2025-10-27,Samma News,7555882923,13900000
2025-10-27,Dawn news,880595167,2280000
2025-10-27,Express News,1960324790,5360000
2025-10-27,ARY News,9544734137,15600000
2025-10-27,ARY Digital,69200528407,65900000
2025-10-27,Duniya News,5315291078,9340000
2025-10-27,Aaj News,583326785,1820000
2025-10-27,92 News,2205450154,6260000
2025-10-27,GNN News,1904157310,3780000
2025-10-27,Public News,1297958461,3530000
2025-10-27,24 News hd,4222477252,9290000
2025-10-27,Bol News,4127066887,8160000
2025-10-27,Hum News,577273615,1810000
2025-10-27,Neo news,757782773,2340000
2025-10-29,Geo Entertainment,1555934379,3890000
2025-10-29,Geo News,11480854429,20100000
2025-10-29,Samma Entertainment,93742565,177000
2025-10-29,Samma News,7559340120,13900000
2025-10-29,Dawn news,880999067,2290000
2025-10-29,Express News,1961727238,5360000
2025-10-29,ARY News,9547599840,15600000
2025-10-29,ARY Digital,69226794000,65900000
2025-10-29,Duniya News,5316883002,9340000
2025-10-29,Aaj News,583813847,1820000
2025-10-29,92 News,2206594779,6260000
2025-10-29,GNN News,1904846106,3780000
2025-10-29,Public News,1298854254,3530000
2025-10-29,24 News hd,4223763711,9300000
2025-10-29,Bol News,4127420418,8160000
2025-10-29,Hum News,577748863,1810000
2025-10-29,Neo news,758082861,2340000
2025-10-30,Geo Entertainment,1555934379,3890000
2025-10-30,Geo News,11480854429,20100000
2025-10-30,Samma Entertainment,93742565,177000
2025-10-30,Samma News,7559340120,13900000
2025-10-30,Dawn news,880999067,2290000
2025-10-30,Express News,1961727238,5360000
2025-10-30,ARY News,9547599840,15600000
2025-10-30,ARY Digital,69226794000,65900000
2025-10-30,Duniya News,5316883002,9350000
2025-10-30,Aaj News,583813847,1820000
2025-10-30,92 News,2206594779,6260000
2025-10-30,GNN News,1904846106,3780000
2025-10-30,Public News,1298854254,3530000
2025-10-30,24 News hd,4223763711,9300000
2025-10-30,Bol News,4127420418,8160000
2025-10-30,Hum News,577748863,1810000
2025-10-30,Neo news,758082861,2340000
2025-10-31,Geo Entertainment,1557532272,3890000
2025-10-31,Geo News,11495553989,20100000
2025-10-31,Samma Entertainment,93825948,177000
2025-10-31,Samma News,7567305614,13900000
2025-10-31,Dawn news,882028833,2290000
2025-10-31,Express News,1964805279,5360000
2025-10-31,ARY News,9553542894,15600000
2025-10-31,ARY Digital,69285722157,65900000
2025-10-31,Duniya News,5321241716,9350000
2025-10-31,Aaj News,585191127,1820000
2025-10-31,92 News,2208603244,6260000
2025-10-31,GNN News,1888308807,3780000
2025-10-31,Public News,1300502270,3530000
2025-10-31,24 News hd,4226457617,9300000
2025-10-31,Bol News,4128354644,8160000
2025-10-31,Hum News,578510641,1810000
2025-10-31,Neo news,758700398,2340000
2025-11-01,Geo Entertainment,1557969027,3890000
2025-11-01,Geo News,11499297336,20200000
2025-11-01,Samma Entertainment,93850231,177000
2025-11-01,Samma News,7569689914,13900000
2025-11-01,Dawn news,882315729,2290000
2025-11-01,Express News,1965521226,5360000
2025-11-01,ARY News,9555104798,15600000
2025-11-01,ARY Digital,69306975582,65900000
2025-11-01,Duniya News,5322260011,9350000
2025-11-01,Aaj News,585591257,1820000
2025-11-01,92 News,2209344470,6260000
2025-11-01,GNN News,1888669383,3780000
2025-11-01,Public News,1300915313,3530000
2025-11-01,24 News hd,4225764504,9300000
2025-11-01,Bol News,4128682807,8160000
2025-11-01,Hum News,578915173,1810000
2025-11-01,Neo news,758974873,2340000
2025-11-02,Geo Entertainment,1558550259,3890000
2025-11-02,Geo News,11504949869,20200000
2025-11-02,Samma Entertainment,93880472,177000
2025-11-02,Samma News,7573447198,13900000
2025-11-02,Dawn news,882858435,2290000
2025-11-02,Express News,1966594382,5370000
2025-11-02,ARY News,9557477491,15600000
2025-11-02,ARY Digital,69332309110,65900000
2025-11-02,Duniya News,5323780224,9350000
2025-11-02,Aaj News,586048388,1820000
2025-11-02,92 News,2209529053,6260000
2025-11-02,GNN News,1889274263,3780000
2025-11-02,Public News,1301402834,3530000
2025-11-02,24 News hd,4226828638,9300000
2025-11-02,Bol News,4129206069,8160000
2025-11-02,Hum News,579398057,1810000
2025-11-02,Neo news,759191857,2340000
2025-11-03,Geo Entertainment,1559115903,3890000
2025-11-03,Geo News,11510044416,20200000
2025-11-03,Samma Entertainment,93914487,177000
2025-11-03,Samma News,7576362025,13900000
2025-11-03,Dawn news,883313359,2290000
2025-11-03,Express News,1967630236,5370000
2025-11-03,ARY News,9559641747,15600000
2025-11-03,ARY Digital,69360193248,65900000
2025-11-03,Duniya News,5325086563,9350000
2025-11-03,Aaj News,586731816,1820000
2025-11-03,92 News,2210172361,6260000
2025-11-03,GNN News,1889783704,3780000
2025-11-03,Public News,1301905267,3530000
2025-11-03,24 News hd,4228481757,9300000
2025-11-03,Bol News,4129664214,8160000
2025-11-03,Hum News,579795953,1810000
2025-11-03,Neo news,759418067,2340000
2025-11-04,Geo Entertainment,1559335637,3890000
2025-11-04,Geo News,11512593701,20200000
2025-11-04,Samma Entertainment,93958813,177000
2025-11-04,Samma News,7577817670,13900000
2025-11-04,Dawn news,883493054,2290000
2025-11-04,Express News,1968084110,5370000
2025-11-04,ARY News,9560645581,15700000
2025-11-04,ARY Digital,69374555479,66000000
2025-11-04,Duniya News,5325560577,9350000
2025-11-04,Aaj News,586966963,1820000
2025-11-04,92 News,2210477355,6270000
2025-11-04,GNN News,1889963156,3780000
2025-11-04,Public News,1302243045,3530000
2025-11-04,24 News hd,4229098593,9310000
2025-11-04,Bol News,4129917932,8170000
2025-11-04,Hum News,580126151,1810000
2025-11-04,Neo news,759558932,2350000
2025-11-05,Geo Entertainment,1560465350,3890000
2025-11-05,Geo News,11519576014,20200000
2025-11-05,Samma Entertainment,93985237,177000
2025-11-05,Samma News,7581900416,13900000
2025-11-05,Dawn news,883907112,2290000
2025-11-05,Express News,1969297091,5370000
2025-11-05,ARY News,9563564799,15700000
2025-11-05,ARY Digital,69402576810,66000000
2025-11-05,Duniya News,5327518180,9360000
2025-11-05,Aaj News,587923835,1820000
2025-11-05,92 News,2211265039,6270000
2025-11-05,GNN News,1890696627,3790000
2025-11-05,Public News,1303120316,3540000
2025-11-05,24 News hd,4230360191,9310000
2025-11-05,Bol News,4131091438,8170000
2025-11-05,Hum News,581031257,1810000
2025-11-05,Neo news,759955084,2350000
2025-11-06,Geo Entertainment,1560721239,3890000
2025-11-06,Geo News,11521300403,20200000
2025-11-06,Samma Entertainment,94006775,177000
2025-11-06,Samma News,7582968376,13900000
2025-11-06,Dawn news,884032859,2290000
2025-11-06,Express News,1969616802,5370000
2025-11-06,ARY News,9564369728,15700000
2025-11-06,ARY Digital,69413036682,66000000
2025-11-06,Duniya News,5327860132,9360000
2025-11-06,Aaj News,588104107,1830000
2025-11-06,92 News,2211514935,6270000
2025-11-06,GNN News,1890846085,3790000
2025-11-06,Public News,1303345108,3540000
2025-11-06,24 News hd,4230856805,9310000
2025-11-06,Bol News,4131292462,8170000
2025-11-06,Hum News,581297281,1810000
2025-11-06,Neo news,760101914,2350000
2025-11-07,Geo Entertainment,1561552151,3890000
2025-11-07,Geo News,11529638675,20200000
2025-11-07,Samma Entertainment,94059958,178000
2025-11-07,Samma News,7586673684,13900000
2025-11-07,Dawn news,884538510,2290000
2025-11-07,Express News,1971046646,5370000
2025-11-07,ARY News,9567804119,15700000
2025-11-07,ARY Digital,69450275483,66000000
2025-11-07,Duniya News,5330168024,9360000
2025-11-07,Aaj News,588958365,1830000
2025-11-07,92 News,2212664617,6270000
2025-11-07,GNN News,1891903075,3790000
2025-11-07,Public News,1303901002,3540000
2025-11-07,24 News hd,4232749327,9310000
2025-11-07,Bol News,4132182652,8170000
2025-11-07,Hum News,582173613,1810000
2025-11-07,Neo news,760618292,2350000
2025-11-08,Geo Entertainment,1561816968,3890000
2025-11-08,Geo News,11533029516,20200000
2025-11-08,Samma Entertainment,94093816,178000
2025-11-08,Samma News,7588834533,13900000
2025-11-08,Dawn news,884767603,2290000
2025-11-08,Express News,1971877547,5370000
2025-11-08,ARY News,9569376254,15700000
2025-11-08,ARY Digital,69472911652,66000000
2025-11-08,Duniya News,5330875461,9360000
2025-11-08,Aaj News,589317891,1830000
2025-11-08,92 News,2213288566,6270000
2025-11-08,GNN News,1892267191,3790000
2025-11-08,Public News,1304289328,3540000
2025-11-08,24 News hd,4233491945,9310000
2025-11-08,Bol News,4132474386,8170000
2025-11-08,Hum News,582570616,1810000
2025-11-08,Neo news,760985088,2350000
2025-11-09,Geo Entertainment,1562253309,3890000
2025-11-09,Geo News,11537646247,20200000
2025-11-09,Samma Entertainment,94119093,178000
2025-11-09,Samma News,7591461522,13900000
2025-11-09,Dawn news,885071466,2290000
2025-11-09,Express News,1972803036,5370000
2025-11-09,ARY News,9571348802,15700000
2025-11-09,ARY Digital,69498856723,66000000
2025-11-09,Duniya News,5331861471,9360000
2025-11-09,Aaj News,589659809,1830000
2025-11-09,92 News,2214044965,6270000
2025-11-09,GNN News,1892707113,3790000
2025-11-09,Public News,1304707451,3540000
2025-11-09,24 News hd,4234311198,9310000
2025-11-09,Bol News,4132786696,8170000
2025-11-09,Hum News,582879871,1810000
2025-11-09,Neo news,761205444,2350000
2025-11-10,Geo Entertainment,1562947539,3900000
2025-11-10,Geo News,11542431486,20200000
2025-11-10,Samma Entertainment,94148260,178000
2025-11-10,Samma News,7594511909,13900000
2025-11-10,Dawn news,885410291,2290000
2025-11-10,Express News,1973812488,5370000
2025-11-10,ARY News,9573984959,15700000
2025-11-10,ARY Digital,69531118946,66000000
2025-11-10,Duniya News,5333046032,9360000
2025-11-10,Aaj News,590239041,1830000
2025-11-10,92 News,2214922514,6270000
2025-11-10,GNN News,1893296909,3790000
2025-11-10,Public News,1305124746,3540000
2025-11-10,24 News hd,4235320434,9310000
2025-11-10,Bol News,4133228159,8170000
2025-11-10,Hum News,583424990,1820000
2025-11-10,Neo news,761399012,2350000
2025-11-11,Geo Entertainment,1563544675,3900000
2025-11-11,Geo News,11547017142,20200000
2025-11-11,Samma Entertainment,94170898,178000
2025-11-11,Samma News,7596923989,13900000
2025-11-11,Dawn news,885789044,2290000
2025-11-11,Express News,1974845704,5370000
2025-11-11,ARY News,9576489049,15700000
2025-11-11,ARY Digital,69553830618,66000000
2025-11-11,Duniya News,5334212537,9360000
2025-11-11,Aaj News,590676504,1830000
2025-11-11,92 News,2215716665,6270000
2025-11-11,GNN News,1893832606,3790000
2025-11-11,Public News,1305450739,3540000
2025-11-11,24 News hd,4236092584,9320000
2025-11-11,Bol News,4133592171,8170000
2025-11-11,Hum News,583757149,1820000
2025-11-11,Neo news,761550061,2350000
2025-11-12,Geo Entertainment,1564203600,3900000
2025-11-12,Geo News,11553484598,20200000
2025-11-12,Samma Entertainment,94192300,178000
2025-11-12,Samma News,7600208723,13900000
2025-11-12,Dawn news,886363783,2290000
2025-11-12,Express News,1976363689,5380000
2025-11-12,ARY News,9579579458,15700000
2025-11-12,ARY Digital,69582611501,66100000
2025-11-12,Duniya News,5335878656,9360000
2025-11-12,Aaj News,591287692,1830000
2025-11-12,92 News,2216735434,6270000
2025-11-12,GNN News,1894512635,3790000
2025-11-12,Public News,1305893715,3540000
2025-11-12,24 News hd,4237104061,9320000
2025-11-12,Bol News,4134161638,8170000
2025-11-12,Hum News,584296378,1820000
2025-11-12,Neo news,761876502,2350000
2025-11-13,Geo Entertainment,1564494537,3900000
2025-11-13,Geo News,11555988478,20200000
2025-11-13,Samma Entertainment,94209568,178000
2025-11-13,Samma News,7601484593,13900000
2025-11-13,Dawn news,886532708,2290000
2025-11-13,Express News,1977018520,5380000
2025-11-13,ARY News,9580746788,15700000
2025-11-13,ARY Digital,69599717801,66100000
2025-11-13,Duniya News,5336380440,9360000
2025-11-13,Aaj News,591442203,1830000
2025-11-13,92 News,2217200061,6270000
2025-11-13,GNN News,1894957422,3790000
2025-11-13,Public News,1306185017,3540000
2025-11-13,24 News hd,4237594090,9320000
2025-11-13,Bol News,4134365680,8170000
2025-11-13,Hum News,584566188,1820000
2025-11-13,Neo news,762103371,2350000
2025-11-14,Geo Entertainment,1565298842,3900000
2025-11-14,Geo News,11562457578,20200000
2025-11-14,Samma Entertainment,94231266,178000
2025-11-14,Samma News,7605030706,13900000
2025-11-14,Dawn news,887206694,2290000
2025-11-14,Express News,1978415803,5380000
2025-11-14,ARY News,9583912224,15700000
2025-11-14,ARY Digital,69624162522,66100000
2025-11-14,Duniya News,5339122161,9370000
2025-11-14,Aaj News,591934067,1830000
2025-11-14,92 News,2218302916,6270000
2025-11-14,GNN News,1896296515,3790000
2025-11-14,Public News,1306641839,3540000
2025-11-14,24 News hd,4238648409,9320000
2025-11-14,Bol News,4134831034,8170000
2025-11-14,Hum News,585157085,1820000
2025-11-14,Neo news,762374230,2350000
2025-11-15,Geo Entertainment,1565659850,3900000
2025-11-15,Geo News,11566276599,20200000
2025-11-15,Samma Entertainment,94248169,178000
2025-11-15,Samma News,7607370726,13900000
2025-11-15,Dawn news,887536263,2300000
2025-11-15,Express News,1979802728,5380000
2025-11-15,ARY News,9585921895,15700000
2025-11-15,ARY Digital,69646842769,66100000
2025-11-15,Duniya News,5340662706,9370000
2025-11-15,Aaj News,592218415,1830000
2025-11-15,92 News,2218997493,6270000
2025-11-15,GNN News,1897302770,3790000
2025-11-15,Public News,1307127059,3540000
2025-11-15,24 News hd,4239316737,9320000
2025-11-15,Bol News,4135263675,8170000
2025-11-15,Hum News,585670769,1820000
2025-11-15,Neo news,762623662,2350000
2025-11-16,Geo Entertainment,1566350675,3900000
2025-11-16,Geo News,11569952119,20200000
2025-11-16,Samma Entertainment,94261060,178000
2025-11-16,Samma News,7609635454,13900000
2025-11-16,Dawn news,887833974,2300000
2025-11-16,Express News,1980848946,5380000
2025-11-16,ARY News,9587548599,15700000
2025-11-16,ARY Digital,69675600909,66100000
2025-11-16,Duniya News,5342307727,9370000
2025-11-16,Aaj News,592457377,1830000
2025-11-16,92 News,2219544905,6280000
2025-11-16,GNN News,1897939725,3790000
2025-11-16,Public News,1307649171,3540000
2025-11-16,24 News hd,4240237153,9320000
2025-11-16,Bol News,4135639119,8170000
2025-11-16,Hum News,586051449,1820000
2025-11-16,Neo news,762746815,2350000
2025-11-17,Geo Entertainment,1566935881,3900000
2025-11-17,Geo News,11574512252,20200000
2025-11-17,Samma Entertainment,94274820,178000
2025-11-17,Samma News,7612399409,13900000
2025-11-17,Dawn news,888182034,2300000
2025-11-17,Express News,1982130886,5380000
2025-11-17,ARY News,9589470166,15700000
2025-11-17,ARY Digital,69707817623,66100000
2025-11-17,Duniya News,5344001830,9370000
2025-11-17,Aaj News,593055435,1830000
2025-11-17,92 News,2220278852,6280000
2025-11-17,GNN News,1898654360,3790000
2025-11-17,Public News,1308310755,3540000
2025-11-17,24 News hd,4241353272,9320000
2025-11-17,Bol News,4136078145,8170000
2025-11-17,Hum News,586704540,1820000
2025-11-17,Neo news,762895281,2350000
2025-11-18,Geo Entertainment,1567204414,3900000
2025-11-18,Geo News,11577963252,20200000
2025-11-18,Samma Entertainment,94288996,178000
2025-11-18,Samma News,7614492342,13900000
2025-11-18,Dawn news,888437869,2300000
2025-11-18,Express News,1983172232,5380000
2025-11-18,ARY News,9590896097,15700000
2025-11-18,ARY Digital,69728486037,66100000
2025-11-18,Duniya News,5345529018,9370000
2025-11-18,Aaj News,593257785,1830000
2025-11-18,92 News,2220795987,6280000
2025-11-18,GNN News,1899144930,3790000
2025-11-18,Public News,1308789699,3540000
2025-11-18,24 News hd,4242080884,9320000
2025-11-18,Bol News,4136308191,8170000
2025-11-18,Hum News,587194095,1820000
2025-11-18,Neo news,762995733,2350000
2025-11-19,Geo Entertainment,1567632004,3900000
2025-11-19,Geo News,11580262414,20200000
2025-11-19,Samma Entertainment,94303315,178000
2025-11-19,Samma News,7615978167,13900000
2025-11-19,Dawn news,888634685,2300000
2025-11-19,Express News,1984013687,5380000
2025-11-19,ARY News,9591938327,15700000
2025-11-19,ARY Digital,69742497032,66100000
2025-11-19,Duniya News,5346514943,9370000
2025-11-19,Aaj News,593449666,1830000
2025-11-19,92 News,2221175154,6280000
2025-11-19,GNN News,1899492394,3790000
2025-11-19,Public News,1309126559,3540000
2025-11-19,24 News hd,4242887400,9320000
2025-11-19,Bol News,4136550547,8170000
2025-11-19,Hum News,587508195,1820000
2025-11-19,Neo news,763085882,2350000
2025-11-20,Geo Entertainment,1568242380,3900000
2025-11-20,Geo News,11585704363,20200000
2025-11-20,Samma Entertainment,94324111,178000
2025-11-20,Samma News,7619453136,13900000
2025-11-20,Dawn news,889076476,2300000
2025-11-20,Express News,1985429623,5380000
2025-11-20,ARY News,9594403179,15700000
2025-11-20,ARY Digital,69781000249,66200000
2025-11-20,Duniya News,5349084107,9370000
2025-11-20,Aaj News,594039553,1830000
2025-11-20,92 News,2222337372,6280000
2025-11-20,GNN News,1900458059,3790000
2025-11-20,Public News,1309572254,3540000
2025-11-20,24 News hd,4244136787,9320000
2025-11-20,Bol News,4137030942,8170000
2025-11-20,Hum News,588136162,1820000
2025-11-20,Neo news,763333739,2350000
2025-11-21,Geo Entertainment,1568457718,3900000
2025-11-21,Geo News,11587613280,20200000
2025-11-21,Samma Entertainment,94340727,178000
2025-11-21,Samma News,7620661878,13900000
2025-11-21,Dawn news,889209905,2300000
2025-11-21,Express News,1985951774,5390000
2025-11-21,ARY News,9595586507,15700000
2025-11-21,ARY Digital,69798541909,66200000
2025-11-21,Duniya News,5349977885,9370000
2025-11-21,Aaj News,594248813,1830000
2025-11-21,92 News,2222822023,6280000
2025-11-21,GNN News,1900720879,3790000
2025-11-21,Public News,1309791709,3540000
2025-11-21,24 News hd,4244495458,9320000
2025-11-21,Bol News,4129338931,8170000
2025-11-21,Hum News,588459144,1820000
2025-11-21,Neo news,763460542,2350000
2025-11-22,Geo Entertainment,1568929094,3900000
2025-11-22,Geo News,11592035844,20200000
2025-11-22,Samma Entertainment,94384307,178000
2025-11-22,Samma News,7623623707,13900000
2025-11-22,Dawn news,889986330,2300000
2025-11-22,Express News,1987132169,5390000
2025-11-22,ARY News,9597909996,15700000
2025-11-22,ARY Digital,69827653313,66200000
2025-11-22,Duniya News,5351289183,9380000
2025-11-22,Aaj News,594547836,1830000
2025-11-22,92 News,2224043363,6280000
2025-11-22,GNN News,1901387648,3790000
2025-11-22,Public News,1310208257,3540000
2025-11-22,24 News hd,4245495148,9330000
2025-11-22,Bol News,4137456206,8170000
2025-11-22,Hum News,589281735,1820000
2025-11-22,Neo news,763674308,2350000
2025-11-23,Geo Entertainment,1569311827,3900000
2025-11-23,Geo News,11595539536,20200000
2025-11-23,Samma Entertainment,94407989,178000
2025-11-23,Samma News,7626077094,13900000
2025-11-23,Dawn news,891050784,2300000
2025-11-23,Express News,1987860464,5390000
2025-11-23,ARY News,9599563589,15700000
2025-11-23,ARY Digital,69857329393,66200000
2025-11-23,Duniya News,5352423303,9380000
2025-11-23,Aaj News,594920159,1830000
2025-11-23,92 News,2224850636,6280000
2025-11-23,GNN News,1901852770,3790000
2025-11-23,Public News,1310585058,3540000
2025-11-23,24 News hd,4246398260,9330000
2025-11-23,Bol News,4137786386,8170000
2025-11-23,Hum News,589810116,1820000
2025-11-23,Neo news,763921275,2350000
2025-11-24,Geo Entertainment,1569756924,3900000
2025-11-24,Geo News,11602251784,20200000
2025-11-24,Samma Entertainment,94431952,178000
2025-11-24,Samma News,7629355696,13900000
2025-11-24,Dawn news,891771940,2300000
2025-11-24,Express News,1989160982,5390000
2025-11-24,ARY News,9602672775,15700000
2025-11-24,ARY Digital,69898243482,66200000
